Month		Total
Apr 2020	700
May 2020	770
Jun 2020	1000
Jul 2020	1300
Aug 2020	2000
Sep 2020	1900
Oct 2020	1700
Nov 2020	2600
Dec 2020	3500
Jan 2021	4200
